"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"CA006158355","TORONTO CITY, ON CA","2002-06-04","0.19",,,"57","48"
"CA006158355","TORONTO CITY, ON CA","2002-06-05","0.13",,,"74","52"
"CA006158355","TORONTO CITY, ON CA","2002-06-06","0.00",,,"64","55"
"CA006158355","TORONTO CITY, ON CA","2002-06-07","0.00",,,"71","52"
"CA006158355","TORONTO CITY, ON CA","2002-06-08","0.00",,,"77","53"
"CA006158355","TORONTO CITY, ON CA","2002-06-09","0.00",,,"83","64"
"CA006158355","TORONTO CITY, ON CA","2002-06-10","0.00",,,"72","61"
"CA006158355","TORONTO CITY, ON CA","2002-06-11","0.09",,,"88","60"
"CA006158355","TORONTO CITY, ON CA","2002-06-12","0.02",,,"72","58"
"CA006158355","TORONTO CITY, ON CA","2002-06-13","0.01",,,"74","59"
"CA006158355","TORONTO CITY, ON CA","2002-06-14","0.15",,,"67","57"
"CA006158355","TORONTO CITY, ON CA","2002-06-15","0.35",,,"68","58"
"CA006158355","TORONTO CITY, ON CA","2002-06-16","0.13",,,"66","56"
"CA006158355","TORONTO CITY, ON CA","2002-06-17","0.01",,,"68","55"
"CA006158355","TORONTO CITY, ON CA","2002-06-18","0.00",,,"74","53"
"CA006158355","TORONTO CITY, ON CA","2002-06-19","0.00",,,"75","57"
"CA006158355","TORONTO CITY, ON CA","2002-06-20","0.00",,,"83","60"
"CA006158355","TORONTO CITY, ON CA","2002-06-21","0.57",,,"86","65"
"CA006158355","TORONTO CITY, ON CA","2002-06-22","0.00",,,"82","66"
"CA006158355","TORONTO CITY, ON CA","2002-06-23","0.00",,,"92","65"
"CA006158355","TORONTO CITY, ON CA","2002-06-24","0.00",,,"75","62"
"CA006158355","TORONTO CITY, ON CA","2002-06-25","0.00",,,"85","62"
"CA006158355","TORONTO CITY, ON CA","2002-06-26","0.12",,,"87","70"
"CA006158355","TORONTO CITY, ON CA","2002-06-27","0.13",,,"82","67"
"CA006158355","TORONTO CITY, ON CA","2002-06-28","0.00",,,"83","65"
"CA006158355","TORONTO CITY, ON CA","2002-06-29","0.00",,,"85","64"
"CA006158355","TORONTO CITY, ON CA","2002-06-30","0.00",,,"89","68"
"CA006158355","TORONTO CITY, ON CA","2002-07-01","0.00",,,"92","71"
"CA006158355","TORONTO CITY, ON CA","2002-07-02","0.00",,,"95","77"
"CA006158355","TORONTO CITY, ON CA","2002-07-03","0.00",,,"94","77"
"CA006158355","TORONTO CITY, ON CA","2002-07-04","0.00",,,"90","67"
"CA006158355","TORONTO CITY, ON CA","2002-07-05","0.00",,,"78","61"
"CA006158355","TORONTO CITY, ON CA","2002-07-06","0.00",,,"82","63"
"CA006158355","TORONTO CITY, ON CA","2002-07-07","0.00",,,"85","61"
"CA006158355","TORONTO CITY, ON CA","2002-07-08","0.00",,,"90","69"
"CA006158355","TORONTO CITY, ON CA","2002-07-09","0.17",,,"85","68"
"CA006158355","TORONTO CITY, ON CA","2002-07-10","0.00",,,"75","60"
"CA006158355","TORONTO CITY, ON CA","2002-07-11","0.00",,,"77","57"
"CA006158355","TORONTO CITY, ON CA","2002-07-12","0.00",,,"83","58"
"CA006158355","TORONTO CITY, ON CA","2002-07-13","0.00",,,"85","59"
"CA006158355","TORONTO CITY, ON CA","2002-07-14","0.00",,,"90","64"
"CA006158355","TORONTO CITY, ON CA","2002-07-15","0.00",,,"88","72"
"CA006158355","TORONTO CITY, ON CA","2002-07-16","0.00",,,"88","67"
"CA006158355","TORONTO CITY, ON CA","2002-07-17","0.00",,,"94","75"
"CA006158355","TORONTO CITY, ON CA","2002-07-18","1.06",,,"81","69"
"CA006158355","TORONTO CITY, ON CA","2002-07-19","0.00",,,"82","68"
"CA006158355","TORONTO CITY, ON CA","2002-07-20","0.00",,,"82","66"
"CA006158355","TORONTO CITY, ON CA","2002-07-21","0.76",,,"85","67"
"CA006158355","TORONTO CITY, ON CA","2002-07-22","0.61",,,"91","73"
"CA006158355","TORONTO CITY, ON CA","2002-07-23","0.14",,,"76","63"
"CA006158355","TORONTO CITY, ON CA","2002-07-24","0.00",,,"74","61"
"CA006158355","TORONTO CITY, ON CA","2002-07-25","0.00",,,"74","61"
"CA006158355","TORONTO CITY, ON CA","2002-07-26","0.20",,,"80","68"
"CA006158355","TORONTO CITY, ON CA","2002-07-27","0.01",,,"84","66"
"CA006158355","TORONTO CITY, ON CA","2002-07-28","0.33",,,"90","70"
"CA006158355","TORONTO CITY, ON CA","2002-07-29","0.07",,,"88","71"
"CA006158355","TORONTO CITY, ON CA","2002-07-30","0.00",,,"89","71"
"CA006158355","TORONTO CITY, ON CA","2002-07-31","0.00",,,"88","72"
"CA006158355","TORONTO CITY, ON CA","2002-08-01","0.00",,,"94","74"
"CA006158355","TORONTO CITY, ON CA","2002-08-02","0.00",,,"87","69"
"CA006158355","TORONTO CITY, ON CA","2002-08-03","0.00",,,"83","65"
"CA006158355","TORONTO CITY, ON CA","2002-08-04","0.00",,,"84","67"
"CA006158355","TORONTO CITY, ON CA","2002-08-05","0.00",,,"84","64"
"CA006158355","TORONTO CITY, ON CA","2002-08-06","0.00",,,"73","57"
"CA006158355","TORONTO CITY, ON CA","2002-08-07","0.00",,,"77","57"
"CA006158355","TORONTO CITY, ON CA","2002-08-08","0.00",,,"78","59"
"CA006158355","TORONTO CITY, ON CA","2002-08-09","0.00",,,"82","61"
"CA006158355","TORONTO CITY, ON CA","2002-08-10","0.00",,,"87","61"
"CA006158355","TORONTO CITY, ON CA","2002-08-11","0.00",,,"90","67"
"CA006158355","TORONTO CITY, ON CA","2002-08-12","0.00",,,"92","72"
"CA006158355","TORONTO CITY, ON CA","2002-08-13","0.00",,,"91","73"
"CA006158355","TORONTO CITY, ON CA","2002-08-14","0.06",,,"86","72"
"CA006158355","TORONTO CITY, ON CA","2002-08-15","0.00",,,"86","71"
"CA006158355","TORONTO CITY, ON CA","2002-08-16","0.03",,,"87","70"
"CA006158355","TORONTO CITY, ON CA","2002-08-17","0.17",,,"87","68"
"CA006158355","TORONTO CITY, ON CA","2002-08-18","0.00",,,"83","64"
"CA006158355","TORONTO CITY, ON CA","2002-08-19","0.04",,,"70","61"
"CA006158355","TORONTO CITY, ON CA","2002-08-20","0.01",,,"79","60"
"CA006158355","TORONTO CITY, ON CA","2002-08-21","0.00",,,"80","61"
"CA006158355","TORONTO CITY, ON CA","2002-08-22","0.29",,,"78","66"
"CA006158355","TORONTO CITY, ON CA","2002-08-23","0.01",,,"73","62"
"CA006158355","TORONTO CITY, ON CA","2002-08-24","0.00",,,"78","64"
"CA006158355","TORONTO CITY, ON CA","2002-08-25","0.00",,,"81","63"
"CA006158355","TORONTO CITY, ON CA","2002-08-26","0.00",,,"83","60"
"CA006158355","TORONTO CITY, ON CA","2002-08-27","0.00",,,"73","63"
"CA006158355","TORONTO CITY, ON CA","2002-08-28","0.00",,,"74","57"
"CA006158355","TORONTO CITY, ON CA","2002-08-29","0.00",,,"75","62"
"CA006158355","TORONTO CITY, ON CA","2002-08-30","0.00",,,"82","59"
"CA006158355","TORONTO CITY, ON CA","2002-08-31","0.00",,,"83","65"
"CA006158355","TORONTO CITY, ON CA","2002-09-01","0.00",,,"78","67"
"CA006158355","TORONTO CITY, ON CA","2002-09-02","0.00",,,"79","67"
"CA006158355","TORONTO CITY, ON CA","2002-09-03","0.00",,,"89","67"
"CA006158355","TORONTO CITY, ON CA","2002-09-04","0.00",,,"80","63"
"CA006158355","TORONTO CITY, ON CA","2002-09-05","0.00",,,"78","62"
"CA006158355","TORONTO CITY, ON CA","2002-09-06","0.00",,,"80","61"
"CA006158355","TORONTO CITY, ON CA","2002-09-07","0.00",,,"87","63"
"CA006158355","TORONTO CITY, ON CA","2002-09-08","0.00",,,"91","65"
"CA006158355","TORONTO CITY, ON CA","2002-09-09","0.00",,,"92","68"
"CA006158355","TORONTO CITY, ON CA","2002-09-10","0.00",,,"93","64"
"CA006158355","TORONTO CITY, ON CA","2002-09-11","0.00",,,"71","56"
"CA006158355","TORONTO CITY, ON CA","2002-09-12","0.00",,,"78","52"
"CA006158355","TORONTO CITY, ON CA","2002-09-13","0.00",,,"85","60"
"CA006158355","TORONTO CITY, ON CA","2002-09-14","0.37",,,"82","65"
"CA006158355","TORONTO CITY, ON CA","2002-09-16","0.01",,,"75","57"
"CA006158355","TORONTO CITY, ON CA","2002-09-17","0.00",,,"79","54"
"CA006158355","TORONTO CITY, ON CA","2002-09-18","0.00",,,"74","61"
"CA006158355","TORONTO CITY, ON CA","2002-09-19","0.00",,,"85","66"
"CA006158355","TORONTO CITY, ON CA","2002-09-20","0.13",,,"84","71"
"CA006158355","TORONTO CITY, ON CA","2002-09-21","0.03",,,"76","64"
"CA006158355","TORONTO CITY, ON CA","2002-09-22","0.22",,,"78","53"
"CA006158355","TORONTO CITY, ON CA","2002-09-23","0.00",,,"69","51"
"CA006158355","TORONTO CITY, ON CA","2002-09-24","0.00",,,"71","52"
"CA006158355","TORONTO CITY, ON CA","2002-09-25","0.00",,,"66","49"
"CA006158355","TORONTO CITY, ON CA","2002-09-26","0.00",,,"73","55"
"CA006158355","TORONTO CITY, ON CA","2002-09-27","1.32",,,"63","58"
"CA006158355","TORONTO CITY, ON CA","2002-09-28","0.00",,,"67","54"
"CA006158355","TORONTO CITY, ON CA","2002-09-29","0.00",,,"69","56"
"CA006158355","TORONTO CITY, ON CA","2002-09-30",,,,"78","61"
"CA006158355","TORONTO CITY, ON CA","2002-10-01",,,,"85","65"
"CA006158355","TORONTO CITY, ON CA","2002-10-02",,,,"78","61"
"CA006158355","TORONTO CITY, ON CA","2002-10-03",,,,"61","57"
"CA006158355","TORONTO CITY, ON CA","2002-10-04","0.16",,,"76","58"
"CA006158355","TORONTO CITY, ON CA","2002-10-05","0.00",,,"66","51"
"CA006158355","TORONTO CITY, ON CA","2002-10-06","0.00",,,"65","48"
"CA006158355","TORONTO CITY, ON CA","2002-10-07","0.00",,,"67","43"
"CA006158355","TORONTO CITY, ON CA","2002-10-08","0.00",,,"54","42"
"CA006158355","TORONTO CITY, ON CA","2002-10-09","0.00",,,"63","50"
"CA006158355","TORONTO CITY, ON CA","2002-10-10","0.00",,,"63","50"
"CA006158355","TORONTO CITY, ON CA","2002-10-11","0.01",,,"62","54"
"CA006158355","TORONTO CITY, ON CA","2002-10-12","0.03",,,"62","56"
"CA006158355","TORONTO CITY, ON CA","2002-10-13","0.05",,,"61","41"
"CA006158355","TORONTO CITY, ON CA","2002-10-14","0.00",,,"54","37"
"CA006158355","TORONTO CITY, ON CA","2002-10-15","0.00",,,"56","43"
"CA006158355","TORONTO CITY, ON CA","2002-10-16","0.08",,,"54","43"
"CA006158355","TORONTO CITY, ON CA","2002-10-17","0.00",,,"49","40"
"CA006158355","TORONTO CITY, ON CA","2002-10-18","0.21",,,"53","38"
"CA006158355","TORONTO CITY, ON CA","2002-10-19","0.14",,,"57","43"
"CA006158355","TORONTO CITY, ON CA","2002-10-20","0.00",,,"52","39"
"CA006158355","TORONTO CITY, ON CA","2002-10-21","0.01",,,"50","38"
"CA006158355","TORONTO CITY, ON CA","2002-10-22","0.26",,,"45","41"
"CA006158355","TORONTO CITY, ON CA","2002-10-23","0.00",,,"41","32"
"CA006158355","TORONTO CITY, ON CA","2002-10-24","0.00",,,"44","30"
"CA006158355","TORONTO CITY, ON CA","2002-10-25","0.41",,,"47","35"
"CA006158355","TORONTO CITY, ON CA","2002-10-26","0.01",,,,
"CA006158355","TORONTO CITY, ON CA","2002-10-27","0.00",,,"51","39"
"CA006158355","TORONTO CITY, ON CA","2002-10-28","0.00",,,"45","36"
"CA006158355","TORONTO CITY, ON CA","2002-10-29","0.00",,,"40","32"
"CA006158355","TORONTO CITY, ON CA","2002-10-30","0.01",,,"42","32"
"CA006158355","TORONTO CITY, ON CA","2002-10-31","0.02",,,"46","31"
"CA006158355","TORONTO CITY, ON CA","2002-11-01","0.09",,,"40","31"
"CA006158355","TORONTO CITY, ON CA","2002-11-02","0.02",,,"43","31"
"CA006158355","TORONTO CITY, ON CA","2002-11-03","0.00",,,"41","32"
"CA006158355","TORONTO CITY, ON CA","2002-11-04","0.00",,,"49","36"
"CA006158355","TORONTO CITY, ON CA","2002-11-05","0.24",,,"43","32"
"CA006158355","TORONTO CITY, ON CA","2002-11-06","0.02",,,"47","36"
"CA006158355","TORONTO CITY, ON CA","2002-11-07","0.00",,,"46","23"
"CA006158355","TORONTO CITY, ON CA","2002-11-08","0.00",,,"63","46"
"CA006158355","TORONTO CITY, ON CA","2002-11-09","0.00",,,"60","48"
"CA006158355","TORONTO CITY, ON CA","2002-11-10","1.37",,,"60","54"
"CA006158355","TORONTO CITY, ON CA","2002-11-11","0.04",,,"57","45"
"CA006158355","TORONTO CITY, ON CA","2002-11-12","0.00",,,"45","41"
"CA006158355","TORONTO CITY, ON CA","2002-11-13","0.00",,,"47","40"
"CA006158355","TORONTO CITY, ON CA","2002-11-14","0.03",,,"58","40"
"CA006158355","TORONTO CITY, ON CA","2002-11-15","0.11",,,"41","26"
"CA006158355","TORONTO CITY, ON CA","2002-11-16","0.00","0.4",,"29","22"
"CA006158355","TORONTO CITY, ON CA","2002-11-17","0.02","3.1",,"32","27"
"CA006158355","TORONTO CITY, ON CA","2002-11-18","0.45","3.9",,"40","31"
"CA006158355","TORONTO CITY, ON CA","2002-11-19","0.06","1.2",,"44","38"
"CA006158355","TORONTO CITY, ON CA","2002-11-20","0.00",,,"52","39"
"CA006158355","TORONTO CITY, ON CA","2002-11-21","0.00",,,"50","42"
"CA006158355","TORONTO CITY, ON CA","2002-11-22","0.06",,,"42","28"
"CA006158355","TORONTO CITY, ON CA","2002-11-23","0.00",,,"40","28"
"CA006158355","TORONTO CITY, ON CA","2002-11-24","0.00","0.4",,"42","35"
"CA006158355","TORONTO CITY, ON CA","2002-11-25","0.03",,,"41","32"
"CA006158355","TORONTO CITY, ON CA","2002-11-26","0.00",,,"36","29"
"CA006158355","TORONTO CITY, ON CA","2002-11-27","0.00",,,"31","23"
"CA006158355","TORONTO CITY, ON CA","2002-11-28","0.00",,,"35","26"
"CA006158355","TORONTO CITY, ON CA","2002-11-29","0.07",,,"43","31"
"CA006158355","TORONTO CITY, ON CA","2002-11-30","0.02",,,"40","22"
"CA006158355","TORONTO CITY, ON CA","2002-12-01","0.00",,,"28","19"
"CA006158355","TORONTO CITY, ON CA","2002-12-02","0.00","0.4",,"28","9"
"CA006158355","TORONTO CITY, ON CA","2002-12-03","0.00","0.4",,"24","5"
"CA006158355","TORONTO CITY, ON CA","2002-12-04","0.00","0.4",,"33","18"
"CA006158355","TORONTO CITY, ON CA","2002-12-05","0.00","0.8",,"33","22"
"CA006158355","TORONTO CITY, ON CA","2002-12-06","0.00","0.4",,"33","25"
"CA006158355","TORONTO CITY, ON CA","2002-12-07","0.00","0.8",,"35","28"
"CA006158355","TORONTO CITY, ON CA","2002-12-08","0.00","0.4",,"35","13"
"CA006158355","TORONTO CITY, ON CA","2002-12-09","0.00","0.8",,"30","13"
"CA006158355","TORONTO CITY, ON CA","2002-12-10","0.00","0.8",,"39","26"
"CA006158355","TORONTO CITY, ON CA","2002-12-11","0.12","0.4",,"40","29"
"CA006158355","TORONTO CITY, ON CA","2002-12-12","0.00","0.4",,"43","34"
"CA006158355","TORONTO CITY, ON CA","2002-12-13","0.02","0.4",,"40","32"
"CA006158355","TORONTO CITY, ON CA","2002-12-14","0.11","0.4",,"42","35"
"CA006158355","TORONTO CITY, ON CA","2002-12-15","0.13","0.8",,"38","31"
"CA006158355","TORONTO CITY, ON CA","2002-12-16","0.02","0.4",,"31","12"
"CA006158355","TORONTO CITY, ON CA","2002-12-17",,"0.8",,"30","13"
"CA006158355","TORONTO CITY, ON CA","2002-12-18","0.00","0.4",,"39","30"
"CA006158355","TORONTO CITY, ON CA","2002-12-19","0.12","0.4",,"47","38"
"CA006158355","TORONTO CITY, ON CA","2002-12-20","0.03",,,"47","35"
"CA006158355","TORONTO CITY, ON CA","2002-12-21","0.00","0.4",,"36","33"
"CA006158355","TORONTO CITY, ON CA","2002-12-22","0.00","0.4",,"38","32"
"CA006158355","TORONTO CITY, ON CA","2002-12-23","0.03","0.4",,"34","29"
"CA006158355","TORONTO CITY, ON CA","2002-12-24","0.00","0.4",,"35","29"
"CA006158355","TORONTO CITY, ON CA","2002-12-25","0.27","0.4",,"34","24"
"CA006158355","TORONTO CITY, ON CA","2002-12-26","0.00","2.4",,"36","24"
"CA006158355","TORONTO CITY, ON CA","2002-12-27","0.00","1.6",,"32","24"
"CA006158355","TORONTO CITY, ON CA","2002-12-28","0.00","1.6",,"34","23"
"CA006158355","TORONTO CITY, ON CA","2002-12-29","0.00","1.2",,"38","32"
"CA006158355","TORONTO CITY, ON CA","2002-12-30","0.08","0.8",,"43","33"
"CA006158355","TORONTO CITY, ON CA","2002-12-31","0.03",,,"48","34"
"CA006158355","TORONTO CITY, ON CA","2003-01-01","0.00","0.4",,"35","20"
"CA006158355","TORONTO CITY, ON CA","2003-01-02","0.17","0.4",,"25","15"
"CA006158355","TORONTO CITY, ON CA","2003-01-03","0.57","3.5",,"33","22"
"CA006158355","TORONTO CITY, ON CA","2003-01-04","0.06","6.7",,"31","26"
"CA006158355","TORONTO CITY, ON CA","2003-01-05","0.00","6.7",,"30","27"
"CA006158355","TORONTO CITY, ON CA","2003-01-06","0.08","6.3",,"31","13"
"CA006158355","TORONTO CITY, ON CA","2003-01-07","0.06","6.3",,"33","11"
"CA006158355","TORONTO CITY, ON CA","2003-01-08","0.00","6.3",,"41","33"
"CA006158355","TORONTO CITY, ON CA","2003-01-09","0.24","4.3",,"42","24"
"CA006158355","TORONTO CITY, ON CA","2003-01-10","0.03","7.1",,"28","16"
"CA006158355","TORONTO CITY, ON CA","2003-01-11","0.00","5.5",,"26","20"
"CA006158355","TORONTO CITY, ON CA","2003-01-12","0.02","4.7",,"32","22"
"CA006158355","TORONTO CITY, ON CA","2003-01-13","0.00","4.7",,"29","18"
"CA006158355","TORONTO CITY, ON CA","2003-01-14",,"4.3",,"23",
"CA006158355","TORONTO CITY, ON CA","2003-01-15",,"4.7",,"26","18"
"CA006158355","TORONTO CITY, ON CA","2003-01-16","0.00","4.7",,"23","18"
"CA006158355","TORONTO CITY, ON CA","2003-01-17","0.00","4.3",,"21","2"
"CA006158355","TORONTO CITY, ON CA","2003-01-18",,"4.7",,"25","9"
"CA006158355","TORONTO CITY, ON CA","2003-01-19",,"4.7",,"23","16"
"CA006158355","TORONTO CITY, ON CA","2003-01-20","0.00","4.7",,"19","12"
"CA006158355","TORONTO CITY, ON CA","2003-01-21","0.00","4.7",,"15","8"
"CA006158355","TORONTO CITY, ON CA","2003-01-22","0.00","4.7",,"14","-2"
"CA006158355","TORONTO CITY, ON CA","2003-01-23","0.05","4.7",,"9","0"
"CA006158355","TORONTO CITY, ON CA","2003-01-24",,"5.1",,,
"CA006158355","TORONTO CITY, ON CA","2003-01-26","0.03","5.5",,"25","0"
"CA006158355","TORONTO CITY, ON CA","2003-01-27","0.00","4.7",,"15","-5"
"CA006158355","TORONTO CITY, ON CA","2003-01-28","0.14","6.3",,"27","13"
"CA006158355","TORONTO CITY, ON CA","2003-01-29","0.00","7.1",,"28","11"
"CA006158355","TORONTO CITY, ON CA","2003-01-30","0.00","5.9",,"26","10"
"CA006158355","TORONTO CITY, ON CA","2003-01-31","0.00","5.9",,"35","21"
"CA006158355","TORONTO CITY, ON CA","2003-02-01","0.02","5.5",,"40","34"
"CA006158355","TORONTO CITY, ON CA","2003-02-02","0.00","4.3",,"40","29"
"CA006158355","TORONTO CITY, ON CA","2003-02-03","0.50","3.9",,"36","27"
"CA006158355","TORONTO CITY, ON CA","2003-02-04","0.21","3.1",,"43","23"
"CA006158355","TORONTO CITY, ON CA","2003-02-05","0.00","2.8",,"23","17"
"CA006158355","TORONTO CITY, ON CA","2003-02-06","0.00","2.4",,"31","19"
"CA006158355","TORONTO CITY, ON CA","2003-02-07","0.00","2.4",,"25","15"
"CA006158355","TORONTO CITY, ON CA","2003-02-08","0.00","2.4",,"27","15"
"CA006158355","TORONTO CITY, ON CA","2003-02-09","0.00","2.4",,"27","19"
"CA006158355","TORONTO CITY, ON CA","2003-02-10","0.03","2.4",,"31","1"
"CA006158355","TORONTO CITY, ON CA","2003-02-11","0.02","2.4",,"22","-3"
"CA006158355","TORONTO CITY, ON CA","2003-02-12","0.00","2.4",,"22","8"
"CA006158355","TORONTO CITY, ON CA","2003-02-13","0.00","2.4",,"16","7"
"CA006158355","TORONTO CITY, ON CA","2003-02-14","0.00","2.8",,"24","9"
"CA006158355","TORONTO CITY, ON CA","2003-02-15","0.00","2.8",,"14","4"
"CA006158355","TORONTO CITY, ON CA","2003-02-16","0.03","2.8",,"11","-1"
"CA006158355","TORONTO CITY, ON CA","2003-02-17","0.13","2.8",,"24","8"
"CA006158355","TORONTO CITY, ON CA","2003-02-18","0.05","3.1",,"31","23"
"CA006158355","TORONTO CITY, ON CA","2003-02-19","0.00","3.5",,"38","26"
"CA006158355","TORONTO CITY, ON CA","2003-02-20","0.00","3.1",,"41","23"
"CA006158355","TORONTO CITY, ON CA","2003-02-21","0.00","2.8",,"42","33"
"CA006158355","TORONTO CITY, ON CA","2003-02-22","0.75","2.4",,"37","28"
"CA006158355","TORONTO CITY, ON CA","2003-02-23","0.25","8.3",,"28","13"
"CA006158355","TORONTO CITY, ON CA","2003-02-24","0.06","5.9",,"21","9"
"CA006158355","TORONTO CITY, ON CA","2003-02-25","0.00","6.7",,"21","3"
"CA006158355","TORONTO CITY, ON CA","2003-02-26","0.00","6.3",,"24","7"
"CA006158355","TORONTO CITY, ON CA","2003-02-27","0.00","5.9",,"28","15"
"CA006158355","TORONTO CITY, ON CA","2003-02-28","0.00","5.9",,"36","19"
"CA006158355","TORONTO CITY, ON CA","2003-03-01","0.00","5.1",,"36","26"
"CA006158355","TORONTO CITY, ON CA","2003-03-02","0.22","5.9",,"39","-1"
"CA006158355","TORONTO CITY, ON CA","2003-03-03","0.00","5.5",,"13","-10"
"CA006158355","TORONTO CITY, ON CA","2003-03-04","0.14","5.5",,"37","13"
"CA006158355","TORONTO CITY, ON CA","2003-03-05","0.45","9.1",,"29","17"
"CA006158355","TORONTO CITY, ON CA","2003-03-06","0.00","10.2",,"26","15"
"CA006158355","TORONTO CITY, ON CA","2003-03-07","0.00","9.8",,"33","16"
"CA006158355","TORONTO CITY, ON CA","2003-03-08","0.20","8.7",,"38","23"
"CA006158355","TORONTO CITY, ON CA","2003-03-09","0.00","7.5",,"24","11"
"CA006158355","TORONTO CITY, ON CA","2003-03-10","0.00","7.9",,"16","7"
"CA006158355","TORONTO CITY, ON CA","2003-03-11","0.00","7.9",,"37","13"
"CA006158355","TORONTO CITY, ON CA","2003-03-12","0.00","7.9",,"38","22"
"CA006158355","TORONTO CITY, ON CA","2003-03-13","0.00","7.9",,"30","20"
"CA006158355","TORONTO CITY, ON CA","2003-03-14","0.00","7.9",,"33","20"
"CA006158355","TORONTO CITY, ON CA","2003-03-15","0.00","7.9",,"42","29"
"CA006158355","TORONTO CITY, ON CA","2003-03-16",,"6.3",,"53",
"CA006158355","TORONTO CITY, ON CA","2003-03-17",,"5.1",,"61","40"
"CA006158355","TORONTO CITY, ON CA","2003-03-18","0.00","2.4",,"50","37"
"CA006158355","TORONTO CITY, ON CA","2003-03-19","0.00","1.2",,"39","33"
"CA006158355","TORONTO CITY, ON CA","2003-03-20","0.26","0.8",,"44","38"
"CA006158355","TORONTO CITY, ON CA","2003-03-21","0.08","1.2",,"44","37"
"CA006158355","TORONTO CITY, ON CA","2003-03-22",,"0.8",,,
"CA006158355","TORONTO CITY, ON CA","2003-03-23",,"0.8",,"49","38"
"CA006158355","TORONTO CITY, ON CA","2003-03-24","0.00","0.4",,"53","36"
"CA006158355","TORONTO CITY, ON CA","2003-03-25","0.04","0.4",,"55","45"
"CA006158355","TORONTO CITY, ON CA","2003-03-26","0.00","0.4",,"54","40"
"CA006158355","TORONTO CITY, ON CA","2003-03-27","0.02","2.0",,"48","37"
"CA006158355","TORONTO CITY, ON CA","2003-03-28","0.04",,,"63","41"
"CA006158355","TORONTO CITY, ON CA","2003-03-29",,,,"58","35"
"CA006158355","TORONTO CITY, ON CA","2003-03-30",,"0.4",,"35","24"
"CA006158355","TORONTO CITY, ON CA","2003-03-31",,"0.4",,"37","24"
"CA006158355","TORONTO CITY, ON CA","2003-04-01","0.05","0.4",,"38","25"
"CA006158355","TORONTO CITY, ON CA","2003-04-02","0.00",,,"40","35"
"CA006158355","TORONTO CITY, ON CA","2003-04-03","0.87",,,"36","27"
"CA006158355","TORONTO CITY, ON CA","2003-04-04","0.53","2.4",,"28","25"
"CA006158355","TORONTO CITY, ON CA","2003-04-05","0.16","3.1",,"35","23"
"CA006158355","TORONTO CITY, ON CA","2003-04-06","0.00","3.1",,"34","18"
"CA006158355","TORONTO CITY, ON CA","2003-04-07","0.08","3.1",,"30","26"
"CA006158355","TORONTO CITY, ON CA","2003-04-08","0.00","3.1",,"33","27"
"CA006158355","TORONTO CITY, ON CA","2003-04-09","0.00","3.1",,"39","28"
"CA006158355","TORONTO CITY, ON CA","2003-04-10","0.00","2.4",,"49","31"
"CA006158355","TORONTO CITY, ON CA","2003-04-11","0.00","1.2",,"56","38"
"CA006158355","TORONTO CITY, ON CA","2003-04-12","0.00","0.4",,"57","37"
"CA006158355","TORONTO CITY, ON CA","2003-04-13","0.00","0.4",,"48","33"
"CA006158355","TORONTO CITY, ON CA","2003-04-14","0.00","0.4",,"63","37"
"CA006158355","TORONTO CITY, ON CA","2003-04-15","0.00",,,"80","51"
"CA006158355","TORONTO CITY, ON CA","2003-04-16","0.00",,,"61","33"
"CA006158355","TORONTO CITY, ON CA","2003-04-17","0.00",,,"40","29"
"CA006158355","TORONTO CITY, ON CA","2003-04-18","0.00",,,"53","37"
"CA006158355","TORONTO CITY, ON CA","2003-04-21",,,,"64",
"CA006158355","TORONTO CITY, ON CA","2003-04-22",,,,"51","35"
"CA006158355","TORONTO CITY, ON CA","2003-04-23","0.00",,,"42","30"
"CA006158355","TORONTO CITY, ON CA","2003-04-24","0.00",,,"58","33"
"CA006158355","TORONTO CITY, ON CA","2003-04-25","0.00",,,"51","40"
"CA006158355","TORONTO CITY, ON CA","2003-04-26","0.00",,,"61","42"
"CA006158355","TORONTO CITY, ON CA","2003-04-27","0.00",,,"61","38"
"CA006158355","TORONTO CITY, ON CA","2003-04-28","0.00",,,"74","46"
"CA006158355","TORONTO CITY, ON CA","2003-04-29","0.00",,,"60","43"
"CA006158355","TORONTO CITY, ON CA","2003-04-30","0.01",,,"54","44"
"CA006158355","TORONTO CITY, ON CA","2003-05-01","0.34",,,"69","44"
"CA006158355","TORONTO CITY, ON CA","2003-05-02","0.48",,,"56","45"
"CA006158355","TORONTO CITY, ON CA","2003-05-03","0.00",,,"51","43"
"CA006158355","TORONTO CITY, ON CA","2003-05-04","0.00",,,"62","44"
"CA006158355","TORONTO CITY, ON CA","2003-05-05","0.62",,,"53","44"
"CA006158355","TORONTO CITY, ON CA","2003-05-06","0.00",,,"67","43"
"CA006158355","TORONTO CITY, ON CA","2003-05-07","0.02",,,"57","51"
"CA006158355","TORONTO CITY, ON CA","2003-05-08","0.00",,,"67","50"
"CA006158355","TORONTO CITY, ON CA","2003-05-09","0.00",,,"62","49"
"CA006158355","TORONTO CITY, ON CA","2003-05-10","0.00",,,"60","50"
"CA006158355","TORONTO CITY, ON CA","2003-05-11","0.27",,,"66","48"
"CA006158355","TORONTO CITY, ON CA","2003-05-12","0.11",,,"54","46"
"CA006158355","TORONTO CITY, ON CA","2003-05-13","0.00",,,"54","44"
